k,t,Bus_IMU.imu_gyro.1,Bus_IMU.imu_gyro.2,Bus_IMU.imu_gyro.3,Bus_IMU.imu_acc.1,Bus_IMU.imu_acc.2,Bus_IMU.imu_acc.3,Bus_Cmd_flat.mocap_pos.1,Bus_Cmd_flat.mocap_pos.2,Bus_Cmd_flat.mocap_pos.3,Bus_Cmd_flat.q_ext.1,Bus_Cmd_flat.q_ext.2,Bus_Cmd_flat.q_ext.3,Bus_Cmd_flat.q_ext.4,Bus_Cmd_flat.p_ref.1,Bus_Cmd_flat.p_ref.2,Bus_Cmd_flat.p_ref.3,Bus_Cmd_flat.v_ref.1,Bus_Cmd_flat.v_ref.2,Bus_Cmd_flat.v_ref.3,Bus_Cmd_flat.a_ref.1,Bus_Cmd_flat.a_ref.2,Bus_Cmd_flat.a_ref.3,Bus_Cmd_flat.j_ref.1,Bus_Cmd_flat.j_ref.2,Bus_Cmd_flat.j_ref.3,Bus_Cmd_flat.s_ref.1,Bus_Cmd_flat.s_ref.2,Bus_Cmd_flat.s_ref.3,Bus_Cmd_flat.yaw_ref.1,Bus_Cmd_flat.yaw_ref.2,Bus_Cmd_flat.yaw_ref.3,Bus_Cmd_flat.estop.1,Bus_Cmd_flat.ack.1,batt_count.1,btn_ack.1,rotor_cmd.1,rotor_cmd.2,rotor_cmd.3,rotor_cmd.4,led.1,throttle.1,throttle.2,throttle.3,throttle.4
2058,2.0579999999999998,-0.015344960895619375,-0.0039319068174829552,0.24151022664830082,0.73975827096359903,-0.60051884432869274,1.4753335946286881,0.065309610278633995,-0.017700735496078372,-0.00061037018951994385,0.92468083094312481,-0.0013837706089756313,-0.012453935480780682,0.3805369174682986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1311.1749859623819,1300.7516875010811,1320.8362466975825,1305.6393834857458,0,51.083945945578449,50.598097004446316,51.535416330110053,50.825762270652277
2059,2.0590000000000002,-0.015351724624740354,-0.003962788001561246,0.24033064586592426,0.69672847399111337,-0.63069355279240513,1.4287015786239836,0.065309610278633995,-0.017700735496078372,-0.00061037018951994385,0.92468083094312481,-0.0013837706089756313,-0.012453935480780682,0.3805369174682986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1310.9898320832481,1300.6351516069351,1320.6095719242865,1305.9001873123709,0,51.075304435124309,50.592672279021322,51.524811245939858,50.837918218548396
2060,2.0600000000000001,-0.011980328389250061,0.00075163372669775907,0.23405434024582919,0.80590562674048005,-0.44782749421094914,1.1528756385223746,0.065309610278633995,-0.017700735496078372,-0.00061037018951994385,0.92468083094312481,-0.0013837706089756313,-0.012453935480780682,0.3805369174682986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1311.6584267467829,1301.4325895641232,1318.7594781971402,1305.9026459206459,0,51.106511017647911,50.629796069954359,51.438276355724057,50.838032816970703
2061,2.0609999999999999,-0.016926857086694364,0.001282230929887912,0.24534580012640786,0.54144791928182501,-0.45340913733979382,1.6669852291044023,0.065309610278633995,-0.017700735496078372,-0.00061037018951994385,0.92468083094312481,-0.0013837706089756313,-0.012453935480780682,0.3805369174682986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1312.8575752600848,1300.1234785915203,1320.3246423578762,1304.1480526474243,0,51.162494317423601,50.568855880718942,51.511481541781826,50.756267388151819
2062,2.0619999999999998,-0.011500514846939813,0.00052611260904386614,0.24104712921801477,0.74387860419373442,-0.51714913335244694,1.4800652675911448,0.065309610278633995,-0.017700735496078372,-0.00061037018951994385,0.92468083094312481,-0.0013837706089756313,-0.012453935480780682,0.3805369174682986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1312.6394159867539,1299.9310301829846,1319.3304625460023,1305.2926434652129,0,51.152308101584168,50.559898949314629,51.464978851370034,50.809602114952561
2063,2.0630000000000002,-0.010588181012122361,0.0023422378545093214,0.23992975846609019,0.74387227719160587,-0.46550343165361108,1.4361905534501898,0.065309610278633995,-0.017700735496078372,-0.00061037018951994385,0.92468083094312481,-0.0013837706089756313,-0.012453935480780682,0.3805369174682986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1312.7172102946956,1299.8050341679191,1318.9189881590385,1305.482223966048,0,51.155940381738191,50.554035080382832,51.445735568268731,50.818437523213525
2064,2.0640000000000001,-0.0087264446048867794,0.0035506373173231631,0.23539604997691624,0.78716478821564051,-0.44143541510166667,1.2386973584090026,0.065309610278633995,-0.017700735496078372,-0.00061037018951994385,0.92468083094312481,-0.0013837706089756313,-0.012453935480780682,0.3805369174682986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1312.3307007104513,1299.9957213211767,1318.0715845226127,1306.2619903566474,0,51.137894633573772,50.562909754837285,51.406111604894434,50.854783019152428
2065,2.0649999999999999,-0.013481274372979024,-0.00050383431791745092,0.23745398425032518,0.53361308100554017,-0.65423982233931344,1.3376055738155519,0.06775109103671377,-0.018311105685598315,-0.00061037018951994385,0.92069424699741365,-0.0055350824359025252,-0.0041513118269268946,0.39022331173112801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1312.1770486499684,1299.7911290303314,1318.7093306550503,1305.700684167555,0,51.130721259864544,50.553387945134382,51.435931352906273,50.828619395648843
2066,2.0659999999999998,-0.0084258384504011241,0.0043850686271349748,0.23587986646850825,0.72192437108175522,-0.46509546971476345,1.2732025733346062,0.06775109103671377,-0.018311105685598315,-0.00061037018951994385,0.92069424699741365,-0.0055350824359025252,-0.0041513118269268946,0.39022331173112801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1313.0387994787397,1299.7191146126547,1317.7204350824072,1305.6278858879896,0,51.170956400465776,50.550036481570295,51.389694594090763,50.825226391259648
2067,2.0670000000000002,-0.008502238363836595,0.0063153079355133812,0.23407938236158329,0.68027418179284505,-0.40916004430556108,1.198630150061897,0.06775109103671377,-0.018311105685598315,-0.00061037018951994385,0.92069424699741365,-0.0055350824359025252,-0.0041513118269268946,0.39022331173112801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1313.236098577886,1299.8843877997126,1317.2164955241171,1305.4959474634884,0,51.180169523224748,50.557728185698132,51.366136843035086,50.819077123876475
2068,2.0680000000000001,-0.0088506312512948715,0.0027644287746960705,0.23980077030457023,0.62724189444047596,-0.59983146519263153,1.4622957377283134,0.06775109103671377,-0.018311105685598315,-0.00061037018951994385,0.92069424699741365,-0.0055350824359025252,-0.0041513118269268946,0.39022331173112801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1313.8986859290621,1298.8774329739063,1317.9564830841366,1304.8061298739176,0,51.211113201454701,50.510870163728384,51.4007301989664,50.786930060736864
2069,2.069,-0.010453495925157458,0.0097005474785666346,0.23798754367724881,0.51869815553653087,-0.31906409647851697,1.3871754408289831,0.06775109103671377,-0.018311105685598315,-0.00061037018951994385,0.92069424699741365,-0.0055350824359025252,-0.0041513118269268946,0.39022331173112801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1314.5208740236146,1299.450676960166,1317.2276024641458,1304.0652276647718,0,51.240174884771449,50.537544256723372,51.3666560289129,50.752408573899949
2070,2.0699999999999998,-0.0050054405840354865,0.0097147800029505349,0.23503091812998164,0.7281447683109209,-0.34963106151267398,1.2606568697944192,0.06775109103671377,-0.018311105685598315,-0.00061037018951994385,0.92069424699741365,-0.0055350824359025252,-0.0041513118269268946,0.39022331173112801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1315.1197873336394,1299.8927437784159,1316.2314500701482,1303.6581318201404,0,51.268153731845842,50.558117075919903,51.320097377810434,50.733443159995026
2071,2.0710000000000002,-0.004879170513535841,0.0026551006129114929,0.23677813323587918,0.69927293615317909,-0.69833429755357102,1.3456675871067316,0.06775109103671377,-0.018311105685598315,-0.00061037018951994385,0.92069424699741365,-0.0055350824359025252,-0.0041513118269268946,0.39022331173112801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1314.9193997212499,1299.1774645373905,1316.6773261566084,1303.8420270948761,0,51.25879195007807,50.52483069991932,51.340935506167902,50.742010065692341
2072,2.0720000000000001,-0.0030852619253401159,0.0091233088809586638,0.23702367089940443,0.74640108841005981,-0.4387588845289041,1.3631742477388353,0.06775109103671377,-0.018311105685598315,-0.00061037018951994385,0.92069424699741365,-0.0055350824359025252,-0.0041513118269268946,0.39022331173112801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1315.8733113832495,1299.2055445405576,1316.0579112366952,1303.1931706661387,0,51.303361372156104,50.526137322983637,51.311987630129018,50.711784354371161
2073,2.073,-0.0018717065769042196,0.014249628021907157,0.23919911926323664,0.76847569359024903,-0.23948980520947094,1.4674829880662303,0.06775109103671377,-0.018311105685598315,-0.00061037018951994385,0.92069424699741365,-0.0055350824359025252,-0.0041513118269268946,0.39022331173112801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1316.9682538888158,1298.8980630098952,1315.7290352629561,1302.4389532620014,0,51.354533346058069,50.511830050041254,51.296619700987719,50.676656832253059
2074,2.0739999999999998,-0.0012213758336777625,0.0088859389454289117,0.23803836274250859,0.76629237242123005,-0.51182935909496918,1.4218015694046722,0.06775109103671377,-0.018311105685598315,-0.00061037018951994385,0.92069424699741365,-0.0055350824359025252,-0.0041513118269268946,0.39022331173112801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1316.6085693943007,1298.5435599292969,1315.6444130012974,1302.9521912273053,0,51.337721989477892,50.495336220750282,51.292665623058824,50.700560058526101
2075,2.0750000000000002,-0.0054871253578703538,0.012682522469146473,0.23684299183909421,0.54414486446834864,-0.37213464781923544,1.3745912412907815,0.065309610278633995,-0.017700735496078372,0.00061037018951994385,0.92349246846628807,-0.0069188530448781567,-0.013837706089756313,0.38330445868624985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1316.3512158670019,1299.1079589681631,1315.5919033636171,1302.4108270392405,0,51.325694431983848,50.521596495885447,51.290212088835005,50.675346988587457
2076,2.0760000000000001,-0.0029881102462273323,0.012673634915861376,0.2387997586374235,0.62729146489300236,-0.40336325877806012,1.4691496307793137,0.065309610278633995,-0.017700735496078372,0.00061037018951994385,0.92349246846628807,-0.0069188530448781567,-0.013837706089756313,0.38330445868624985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1316.6435934574647,1298.5427625508692,1315.6553400478883,1302.3206306160837,0,51.339358918412813,50.495299123095542,51.293176197842158,50.671146586391728
2077,2.077,-0.0012675489366125448,0.012524733014170009,0.23670501542288805,0.67656261818410512,-0.44063857166592396,1.3815624161545428,0.065309610278633995,-0.017700735496078372,0.00061037018951994385,0.92349246846628807,-0.0069188530448781567,-0.013837706089756313,0.38330445868624985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1316.3204699661217,1298.5428694685361,1315.2986607408809,1302.7108502273325,0,51.324257557637722,50.495304097389067,51.276510804161013,50.689319606672463
2078,2.0779999999999998,0.0018296256133396027,0.0085875466526995903,0.23381729963338874,0.78887433542992613,-0.64795323939658878,1.2583548876122816,0.065309610278633995,-0.017700735496078372,0.00061037018951994385,0.92349246846628807,-0.0069188530448781567,-0.013837706089756313,0.38330445868624985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1315.5687273529686,1298.3664671499118,1315.016944749708,1303.6314738056005,0,51.289129190608861,50.487097246481767,51.263349035385083,50.732201308482942
2079,2.0790000000000002,0.0038943847826302669,0.01618957361606857,0.23134619234464079,0.85591023349249529,-0.33604565329939862,1.1539192025467933,0.065309610278633995,-0.017700735496078372,0.00061037018951994385,0.92349246846628807,-0.0069188530448781567,-0.013837706089756313,0.38330445868624985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1315.8335079375188,1298.7505576000999,1314.2048597141145,1303.5000085257002,0,51.301501429768976,50.504966942631278,51.225413654236732,50.726077180346358
2080,2.0800000000000001,0.0064606955427449764,0.015029984948182556,0.23820444552693351,0.94665030814267537,-0.41771523301877495,1.4690256099014665,0.065309610278633995,-0.017700735496078372,0.00061037018951994385,0.92349246846628807,-0.0069188530448781567,-0.013837706089756313,0.38330445868624985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1315.2059507393487,1297.2358052253121,1315.8126849248802,1303.620669547578,0,51.272179290583018,50.434503604698314,51.300528415811385,50.731697999405924
2081,2.081,-0.0015213848718943768,0.010884939034993907,0.23553127224973017,0.56422719957641709,-0.63319947365037299,1.3555862045793161,0.065309610278633995,-0.017700735496078372,0.00061037018951994385,0.92349246846628807,-0.0069188530448781567,-0.013837706089756313,0.38330445868624985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1313.7409848471259,1297.9005853976882,1316.2982423452079,1303.641549957948,0,51.203747890522251,50.465424563169705,51.323218782243345,50.732670700485478
2082,2.0819999999999999,0.0020152798523381255,0.020617861935976617,0.2380361355709236,0.7009026506488043,-0.2241998685416205,1.475023051018665,0.065309610278633995,-0.017700735496078372,0.00061037018951994385,0.92349246846628807,-0.0069188530448781567,-0.013837706089756313,0.38330445868624985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1315.0778706586168,1297.672651784462,1315.7922424271089,1302.7250011899073,0,51.266195414217535,50.454822088170339,51.299573187445631,50.689978668537023
2083,2.0830000000000002,0.003257696380027264,0.013944174041363,0.23548624242406499,0.73555530052604012,-0.55247531120215709,1.3672110377625144,0.065309610278633995,-0.017700735496078372,0.00061037018951994385,0.92349246846628807,-0.0069188530448781567,-0.013837706089756313,0.38330445868624985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1314.0676565268268,1297.427197640317,1315.7628601243964,1303.7104357323608,0,51.219005171374079,50.443405318176623,51.298200232277594,50.735879738308462
2084,2.0840000000000001,0.0032593988574059762,0.020394286296832626,0.23593174608094711,0.71554084036119836,-0.29017158647394831,1.394130840251006,0.065309610278633995,-0.017700735496078372,0.00061037018951994385,0.92349246846628807,-0.0069188530448781567,-0.013837706089756313,0.38330445868624985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1314.566569847794,1297.5570666307588,1315.4446984639144,1303.0901496988909,0,51.242309463174252,50.449445805800558,51.283334052827932,50.706985779161826
2085,2.085,0.005590591149214591,0.015637605682149669,0.24001202610332487,0.8013734872325825,-0.53134231937828136,1.5845320989093803,0.065919980468153935,-0.017700735496078372,-0.0012207403790398877,0.92665632648320784,-0.013837706089756313,-0.022140329743610101,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1314.2459883396878,1296.6813041294777,1316.2945854223883,1303.1165653523615,0,51.227334732141955,50.408716040238907,51.323047881854023,50.70821617212922
2086,2.0859999999999999,0.0034593952772621617,0.018064492308055097,0.23795252633999089,0.68762519297353064,-0.44906918043260297,1.4988940502833981,0.065919980468153935,-0.017700735496078372,-0.0012207403790398877,0.92665632648320784,-0.013837706089756313,-0.022140329743610101,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1313.4967714251829,1297.3184833674829,1316.2913653428297,1302.9292640767155,0,51.192342662900494,50.438348934792842,51.322897396760148,50.699492197527135
2087,2.0870000000000002,0.010474270440125277,0.015379682031289699,0.23641277479905423,0.98618023883256223,-0.59624107342119725,1.4366663561439901,0.065919980468153935,-0.017700735496078372,-0.0012207403790398877,0.92665632648320784,-0.013837706089756313,-0.022140329743610101,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1312.9351162108651,1296.9010594769097,1316.0236176661708,1303.8680255459346,0,51.16611496702069,50.41893552454593,51.310385078567982,50.743221256037977
2088,2.0880000000000001,0.0045035635701817234,0.018281373977612897,0.23266315432061638,0.70183842105408345,-0.49183479405292513,1.2751087761120117,0.065919980468153935,-0.017700735496078372,-0.0012207403790398877,0.92665632648320784,-0.013837706089756313,-0.022140329743610101,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1311.6915708964223,1298.0721225987895,1316.0801284102388,1303.5833172991227,0,51.108058154007118,50.473404126760414,51.313025854462822,50.729957980670918
2089,2.089,0.0050679292339610993,0.015687063130835399,0.23347711429146142,0.71232129656401322,-0.63421794135354048,1.3187929482572984,0.065919980468153935,-0.017700735496078372,-0.0012207403790398877,0.92665632648320784,-0.013837706089756313,-0.022140329743610101,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1311.0028001907303,1297.9099233779259,1316.5369435996986,1303.6614250885973,0,51.07590967010487,50.465858938211078,51.334374440641284,50.733596575992088
2090,2.0899999999999999,0.0050688366038043886,0.017168487699933815,0.23210271160857912,0.69839381524569311,-0.59302977634096632,1.2641105821816374,0.065919980468153935,-0.017700735496078372,-0.0012207403790398877,0.92665632648320784,-0.013837706089756313,-0.022140329743610101,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1312.3500208607434,1296.8697865238596,1314.6996269506819,1304.6659403564327,0,51.13879663045018,50.417481175078947,51.248525068569236,50.780397595936137
2091,2.0910000000000002,0.0061203082378183948,0.021009901912782514,0.23777751462891208,0.73258224913309822,-0.44546349581946471,1.5264326262739814,0.065919980468153935,-0.017700735496078372,-0.0012207403790398877,0.92665632648320784,-0.013837706089756313,-0.022140329743610101,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1312.993417951654,1296.3315321186524,1315.3220040128331,1303.6093496282997,0,51.16883731933342,50.392451443664449,51.277601443521625,50.731170670070085
2092,2.0920000000000001,0.0052462284708377216,0.019817407901108974,0.23283844090366854,0.68101472935815288,-0.52403676563521362,1.3115223892624528,0.065919980468153935,-0.017700735496078372,-0.0012207403790398877,0.92665632648320784,-0.013837706089756313,-0.022140329743610101,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1311.6706499216123,1297.0458603862364,1315.0329011111446,1304.2039509053277,0,51.107081581942154,50.425669644443346,51.264094491515181,50.75887173246052
2093,2.093,0.0086559571098093757,0.017121065788637674,0.23242743395867574,0.82285666155075443,-0.67006249077958413,1.3002450339486902,0.065919980468153935,-0.017700735496078372,-0.0012207403790398877,0.92665632648320784,-0.013837706089756313,-0.022140329743610101,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1311.0355562617813,1296.7951206494149,1315.1181263268243,1304.6866848588772,0,51.077438438609015,50.414008883241692,51.268076130380273,50.781364220910362
2094,2.0939999999999999,0.0046605257716900994,0.022331571736275313,0.23582863398584561,0.63246690637871839,-0.46042425867836911,1.4604079256111391,0.065919980468153935,-0.017700735496078372,-0.0012207403790398877,0.92665632648320784,-0.013837706089756313,-0.022140329743610101,0.37500183503239609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1311.1895790775829,1297.0093852174205,1315.7212499333107,1303.3899958263396,0,51.084627053275945,50.423973304781526,51.296255918487887,50.720952547253816
